id,email,country,signup_date,status,last_seen,referral_code,phone_prefix,last_seen_future,phone_prefix_raw,phone_missing,status_missing,status_anomaly,is_duplicate_email,has_referral
60,user_60@hotmail.com,BE,2021-09-27 05:46:23+00:00,0,2023-05-15 08:06:11+00:00,8649c14a,+32,0,+32,0,0,0,0,1
61,user_61@yahoo.fr,BE,2022-09-26 02:42:19+00:00,1,2022-10-18 02:11:40+00:00,,+32,0,+32,0,0,0,0,0
62,user_62@hotmail.com,AT,2021-01-13 17:29:20+00:00,0,2021-02-20 20:03:48+00:00,,+43,0,+43,0,0,0,0,0
63,user_63@free.fr,FR,2023-07-28 22:54:44+00:00,0,2025-08-30 20:33:10+00:00,,+33,0,+33,0,0,0,0,0
64,user_64@yahoo.fr,DE,2025-04-27 18:19:14+00:00,2,2025-12-15 06:37:31+00:00,,+49,0,+49,0,0,0,0,0
65,user_65@yahoo.fr,FR,2025-08-05 01:22:31+00:00,0,2026-02-19 11:30:27+00:00,94fb7fff,+33,0,+33,0,0,0,0,1
66,user_66@outlook.com,FR,2024-02-28 23:12:00+00:00,0,2024-10-12 04:40:50+00:00,2cfca0d1,+33,0,+33,0,0,0,0,1
67,user_67@yahoo.fr,FR,2021-05-11 14:28:11+00:00,0,2025-06-18 11:07:44+00:00,,+33,0,+33,0,0,0,0,0
68,user_68@hotmail.com,FR,2025-02-01 11:09:12+00:00,0,2025-08-14 15:14:40+00:00,,+33,0,+33,0,0,0,0,0
69,user_69@gmail.com,DE,2023-03-11 06:23:31+00:00,0,2025-03-17 23:24:41+00:00,d9859b36,+49,0,+49,0,0,0,0,1
70,user_70@free.fr,AT,2020-03-07 23:53:27+00:00,0,2021-12-30 07:03:30+00:00,,+43,0,+43,0,0,0,0,0
71,user_71@free.fr,DE,2023-02-15 01:51:25+00:00,0,2024-11-10 10:10:38+00:00,,+49,0,+49,0,0,0,0,0
72,user_72@outlook.com,BE,2024-11-04 02:10:35+00:00,0,2024-12-02 14:15:37+00:00,,+32,0,+32,0,0,0,0,0
73,user_73@yahoo.fr,CH,2024-11-10 18:42:38+00:00,0,2025-10-05 14:34:25+00:00,163a0ec7,+41,0,+41,0,0,0,0,1
74,user_74@free.fr,FR,2024-04-14 22:43:52+00:00,0,2024-07-18 06:16:38+00:00,,+33,0,+33,0,0,0,0,0
75,user_75@yahoo.fr,AT,2024-02-02 16:02:54+00:00,0,2024-08-03 03:30:13+00:00,,+43,0,+43,0,0,0,0,0
76,user_76@proton.me,CH,2024-01-19 04:28:04+00:00,0,2024-08-30 21:06:40+00:00,,+41,0,+41,0,0,0,0,0
77,user_77@outlook.com,FR,2024-06-25 11:39:55+00:00,3,2025-01-19 00:07:28+00:00,3bd8d820,+33,0,+33,0,0,0,0,1
78,user_78@yahoo.fr,FR,2023-05-16 22:49:13+00:00,4,2025-04-23 07:17:52+00:00,,+33,0,+33,0,0,0,0,0
79,user_79@free.fr,ES,2023-06-13 12:07:05+00:00,2,2026-04-09 12:13:51+00:00,,+34,0,+34,0,0,0,0,0
80,user_80@hotmail.com,FR,2023-11-28 23:36:38+00:00,0,2024-05-01 21:07:55+00:00,,+33,0,+33,0,0,0,0,0
81,user_81@free.fr,DE,2023-01-16 20:57:00+00:00,1,2025-09-11 01:44:59+00:00,,+49,0,+49,0,0,0,0,0
82,user_82@proton.me,DE,2024-04-25 00:00:04+00:00,0,2026-03-03 14:23:57+00:00,1d415520,+49,0,+49,0,0,0,0,1
83,user_83@outlook.com,,2021-07-01 06:21:46+00:00,0,2024-10-16 17:26:00+00:00,,,0,,1,0,0,0,0
84,user_84@gmail.com,FR,2024-12-23 06:39:17+00:00,0,2025-05-12 03:09:30+00:00,6b1e5693,+33,0,+33,0,0,0,0,1
85,user_85@yahoo.fr,DE,2024-02-14 11:47:49+00:00,1,2025-05-06 07:28:57+00:00,,+49,0,+49,0,0,0,0,0
86,user_86@hotmail.com,DE,2022-09-25 15:49:28+00:00,,2023-08-01 03:10:20+00:00,edfc2ea3,+49,0,+49,0,1,0,0,1
87,user_87@free.fr,AT,2024-12-23 06:43:00+00:00,4,2025-01-30 08:58:36+00:00,,+43,0,+43,0,0,0,0,0
88,user_88@free.fr,DE,2021-12-10 17:16:07+00:00,1,2023-11-30 09:21:25+00:00,,+49,0,+49,0,0,0,0,0
89,user_89@yahoo.fr,DE,2020-12-06 15:50:22+00:00,0,2025-05-18 07:59:40+00:00,,+49,0,+49,0,0,0,0,0
90,user_90@outlook.com,ES,2023-04-11 16:18:00+00:00,0,2025-07-14 07:55:32+00:00,fe9e2239,+34,0,+34,0,0,0,0,1
91,user_91@free.fr,FR,2021-05-12 07:36:13+00:00,3,2023-04-13 06:39:15+00:00,,+33,0,+33,0,0,0,0,0
92,user_92@free.fr,FR,2021-03-19 23:26:38+00:00,0,2025-01-30 22:44:53+00:00,,+33,0,+33,0,0,0,0,0
93,user_93@gmail.com,FR,2022-12-15 01:55:00+00:00,0,2025-07-19 19:26:00+00:00,377988df,+33,0,+33,0,0,0,0,1
94,user_94@proton.me,ES,2021-02-24 18:34:14+00:00,0,2021-12-23 17:43:53+00:00,,+34,0,+34,0,0,0,0,0
95,user_95@hotmail.com,FR,2021-06-24 02:03:44+00:00,0,2025-01-03 02:05:41+00:00,,+33,0,+33,0,0,0,0,0
96,user_96@outlook.com,CH,2023-01-04 19:49:53+00:00,99,2023-09-03 04:02:24+00:00,,+41,0,+41,0,0,1,0,0
97,user_97@free.fr,FR,2024-06-03 04:01:03+00:00,0,2024-12-01 18:11:05+00:00,6ce9e5f5,+33,0,+33,0,0,0,0,1
98,user_98@yahoo.fr,NL,2024-11-16 20:43:40+00:00,0,2025-04-26 18:25:15+00:00,,+31,0,+31,0,0,0,0,0
99,user_99@gmail.com,FR,2024-04-10 09:23:03+00:00,2,2025-04-17 01:55:01+00:00,,+33,0,+33,0,0,0,0,0
100,user_100@proton.me,DE,2020-10-08 19:09:15+00:00,1,2021-09-08 14:57:21+00:00,e7758e4b,+49,0,+49,0,0,0,0,1
101,user_101@gmail.com,FR,2024-07-08 02:13:15+00:00,0,2025-03-29 09:01:03+00:00,,+33,0,+33,0,0,0,0,0
102,user_102@gmail.com,ES,2020-07-11 00:10:29+00:00,0,2023-08-04 18:34:22+00:00,,+34,0,+34,0,0,0,0,0
103,user_103@gmail.com,DE,2024-01-09 15:28:00+00:00,0,2026-03-04 23:47:01+00:00,,+49,0,+49,0,0,0,0,0
104,user_104@hotmail.com,PT,2022-08-02 21:42:57+00:00,0,2023-11-13 17:48:14+00:00,,+351,0,+351,0,0,0,0,0
105,user_105@gmail.com,DE,2024-03-13 11:58:37+00:00,0,2024-05-04 15:25:57+00:00,e43920d5,+49,0,+49,0,0,0,0,1
106,user_106@free.fr,DE,2021-03-15 18:13:00+00:00,0,2024-09-12 02:20:13+00:00,,+49,0,+49,0,0,0,0,0
107,user_107@yahoo.fr,ES,2021-12-21 22:57:18+00:00,0,2023-04-16 16:28:22+00:00,,+34,0,+34,0,0,0,0,0
108,user_108@free.fr,CH,2024-12-07 20:38:00+00:00,0,2026-04-04 18:24:20+00:00,a5a88c09,+41,0,+41,0,0,0,0,1
109,user_109@yahoo.fr,FR,2023-02-24 14:12:13+00:00,0,2023-03-06 01:50:38+00:00,b96c8773,+33,0,+33,0,0,0,0,1
110,user_110@outlook.com,DE,2021-03-07 01:17:10+00:00,0,2024-08-25 18:26:40+00:00,,+49,0,+49,0,0,0,0,0
111,user_111@hotmail.com,FR,2022-06-24 09:27:30+00:00,0,2024-05-12 17:54:26+00:00,,+33,0,+33,0,0,0,0,0
112,user_112@yahoo.fr,PT,2024-08-24 03:03:17+00:00,0,2026-01-24 07:18:25+00:00,,+351,0,+351,0,0,0,0,0
113,user_113@hotmail.com,FR,2022-08-17 06:44:32+00:00,0,2024-01-09 00:01:49+00:00,,+33,0,+33,0,0,0,0,0
114,user_114@free.fr,FR,2023-06-03 08:37:06+00:00,0,2023-06-26 07:47:15+00:00,,+33,0,+33,0,0,0,0,0
115,user_115@gmail.com,NL,2023-09-19 17:31:00+00:00,0,2024-12-12 11:25:41+00:00,,+31,0,+31,0,0,0,0,0
116,user_116@hotmail.com,CH,2021-01-23 21:43:00+00:00,0,2023-02-18 20:43:07+00:00,,+41,0,+41,0,0,0,0,0
117,user_117@outlook.com,NL,2024-04-09 12:45:47+00:00,0,2025-10-05 14:57:30+00:00,df82f9a7,+31,0,+31,0,0,0,0,1
118,user_118@free.fr,AT,2020-10-21 02:44:50+00:00,4,2022-04-24 11:43:10+00:00,,+43,0,+43,0,0,0,0,0
119,user_119@hotmail.com,DE,2022-11-30 04:09:10+00:00,0,2025-07-31 12:30:45+00:00,,+49,0,+49,0,0,0,0,0
120,user_120@outlook.com,DE,2024-01-04 01:08:25+00:00,0,2024-03-02 11:14:24+00:00,,+49,0,+49,0,0,0,0,0
121,user_121@proton.me,FR,2020-06-07 10:52:30+00:00,4,2024-05-03 17:27:00+00:00,,+33,0,+33,0,0,0,0,0
122,user_122@free.fr,ES,2023-01-02 00:34:35+00:00,0,2026-02-14 16:11:25+00:00,,+34,0,+34,0,0,0,0,0
123,user_123@outlook.com,FR,2022-07-27 22:04:27+00:00,0,2024-03-20 18:00:37+00:00,e20dbf08,+33,0,+33,0,0,0,0,1
124,user_124@yahoo.fr,,2022-12-31 17:16:31+00:00,0,2023-05-07 07:53:22+00:00,,,0,,1,0,0,0,0
125,user_125@outlook.com,ES,2022-10-18 20:05:54+00:00,0,2025-03-05 02:13:24+00:00,,+34,0,+34,0,0,0,0,0
126,user_126@outlook.com,ES,2024-06-27 19:38:59+00:00,0,2025-04-04 20:36:51+00:00,,+34,0,+34,0,0,0,0,0
127,user_127@proton.me,DE,2022-05-09 23:51:26+00:00,2,2026-04-09 18:25:45+00:00,,+49,0,+49,0,0,0,0,0
128,user_128@yahoo.fr,ES,2025-03-30 13:55:21+00:00,0,2025-08-23 21:12:22+00:00,6aade6ba,+34,0,+34,0,0,0,0,1
129,user_129@hotmail.com,IT,2025-08-29 17:00:54+00:00,1,2025-11-05 01:17:40+00:00,,+39,0,+39,0,0,0,0,0
130,user_130@outlook.com,DE,2025-06-01 05:33:09+00:00,0,2025-12-14 10:53:00+00:00,,+49,0,+49,0,0,0,0,0
131,user_131@outlook.com,CH,2020-10-08 02:48:28+00:00,0,2026-01-23 04:34:54+00:00,7c5c01f9,+41,0,+41,0,0,0,0,1
132,user_132@yahoo.fr,ES,2021-01-06 19:06:42+00:00,0,2025-02-19 23:25:49+00:00,,+34,0,+34,0,0,0,0,0
133,user_133@gmail.com,ES,2023-09-05 19:30:54+00:00,0,2024-04-22 14:55:36+00:00,,+34,0,+34,0,0,0,0,0
134,user_134@gmail.com,FR,2024-02-26 11:23:11+00:00,0,2025-02-08 21:55:26+00:00,,+33,0,+33,0,0,0,0,0
135,user_135@gmail.com,IT,2022-08-13 02:24:38+00:00,0,2023-08-17 06:16:49+00:00,,+39,0,+39,0,0,0,0,0
136,user_136@yahoo.fr,FR,2020-04-21 01:30:30+00:00,0,2025-09-05 11:29:02+00:00,,+33,0,+33,0,0,0,0,0
137,user_137@gmail.com,CH,2020-11-21 23:50:20+00:00,-1,2025-05-06 09:40:34+00:00,,+41,0,+41,0,0,0,0,0
138,user_138@outlook.com,DE,2023-04-05 19:26:37+00:00,1,2024-06-01 20:12:38+00:00,,+49,0,+49,0,0,0,0,0
139,user_139@outlook.com,ES,2021-04-19 11:44:25+00:00,0,2021-09-04 05:38:55+00:00,,+34,0,+34,0,0,0,0,0
140,user_140@yahoo.fr,FR,2020-09-13 01:07:00+00:00,0,2024-08-05 00:10:47+00:00,,+33,0,+33,0,0,0,0,0
141,user_141@free.fr,IT,2024-03-10 19:14:00+00:00,0,2024-09-23 13:21:21+00:00,44dd6ac0,+39,0,+39,0,0,0,0,1
142,user_142@yahoo.fr,AT,2023-11-27 05:08:23+00:00,0,2025-07-19 20:18:05+00:00,117fd4f5,+43,0,+43,0,0,0,0,1
143,user_143@gmail.com,NL,2021-12-09 15:48:38+00:00,0,2024-03-13 08:37:21+00:00,,+31,0,+31,0,0,0,0,0
144,user_144@hotmail.com,BE,2020-10-07 14:13:46+00:00,0,2023-07-10 22:57:25+00:00,,+32,0,+32,0,0,0,0,0
145,user_145@proton.me,FR,2021-10-15 19:29:15+00:00,0,2021-11-07 01:28:28+00:00,,+33,0,+33,0,0,0,0,0
146,user_146@outlook.com,NL,2025-04-23 23:08:26+00:00,1,2025-06-22 13:17:16+00:00,,+31,0,+31,0,0,0,0,0
147,user_147@hotmail.com,CH,2021-02-16 11:20:31+00:00,1,2021-05-07 23:34:49+00:00,,+41,0,+41,0,0,0,0,0
148,user_148@hotmail.com,IT,2022-08-05 06:09:00+00:00,4,2025-07-18 07:37:42+00:00,,+39,0,+39,0,0,0,0,0
149,user_149@gmail.com,CH,2022-11-18 22:11:00+00:00,0,2025-09-21 09:03:47+00:00,,+41,0,+41,0,0,0,0,0
150,user_150@yahoo.fr,DE,2023-03-29 02:48:38+00:00,0,2025-05-27 10:35:58+00:00,,+49,0,+49,0,0,0,0,0
151,user_151@gmail.com,DE,2024-11-08 21:46:37+00:00,0,2025-02-17 16:53:16+00:00,,+49,0,+49,0,0,0,0,0
152,user_152@free.fr,DE,2020-10-16 03:15:06+00:00,-1,2021-11-09 12:17:37+00:00,,+49,0,+49,0,0,0,0,0
153,user_153@gmail.com,ES,2021-09-17 08:09:17+00:00,0,2022-10-23 05:32:58+00:00,,+34,0,+34,0,0,0,0,0
154,user_154@yahoo.fr,FR,2022-07-31 12:10:37+00:00,0,2026-03-06 14:52:17+00:00,a4c3ae94,+33,0,+33,0,0,0,0,1
155,user_155@free.fr,,2021-06-23 01:33:28+00:00,0,2022-12-06 23:12:04+00:00,1b1289df,,0,,1,0,0,0,1
156,user_156@proton.me,PT,2022-01-06 06:10:28+00:00,0,2025-03-08 18:03:34+00:00,,+351,0,+351,0,0,0,0,0
157,user_157@hotmail.com,BE,2022-03-31 19:25:12+00:00,2,2025-09-01 20:22:07+00:00,,+32,0,+32,0,0,0,0,0
158,user_158@outlook.com,FR,2021-05-21 08:42:50+00:00,3,2024-01-17 12:33:14+00:00,,+33,0,+33,0,0,0,0,0
159,user_159@yahoo.fr,ES,2024-02-18 06:42:56+00:00,0,2024-08-26 14:39:48+00:00,f5a6c13c,+34,0,+34,0,0,0,0,1
160,user_160@yahoo.fr,AT,2025-01-28 19:28:03+00:00,0,2025-09-28 16:53:46+00:00,81d67c66,+43,0,+43,0,0,0,0,1
161,user_161@outlook.com,AT,2021-12-29 10:19:50+00:00,0,2024-12-29 20:05:45+00:00,ff2b9dc5,+43,0,+43,0,0,0,0,1
162,user_162@hotmail.com,FR,2023-11-04 10:21:27+00:00,0,2024-12-27 20:45:32+00:00,,+33,0,+33,0,0,0,0,0
163,user_163@free.fr,FR,2022-07-18 01:29:07+00:00,,2026-01-20 03:19:16+00:00,,+33,0,+33,0,1,0,0,0
164,user_164@hotmail.com,CH,2021-05-23 05:21:14+00:00,0,2023-01-31 16:11:07+00:00,,+41,0,+41,0,0,0,0,0
165,user_165@proton.me,NL,2024-07-19 14:53:37+00:00,0,2024-11-05 04:36:00+00:00,,+31,0,+31,0,0,0,0,0
166,user_166@outlook.com,AT,2024-09-09 22:08:05+00:00,1,2025-09-25 09:32:17+00:00,,+43,0,+43,0,0,0,0,0
167,user_167@free.fr,DE,2020-05-22 18:57:21+00:00,0,2025-06-20 07:45:45+00:00,,+49,0,+49,0,0,0,0,0
168,user_168@yahoo.fr,FR,2023-05-26 05:02:46+00:00,3,2024-01-10 18:31:25+00:00,,+33,0,+33,0,0,0,0,0
169,user_169@proton.me,,2021-11-24 11:15:56+00:00,0,2025-05-22 11:13:22+00:00,,,0,,1,0,0,0,0
170,user_170@yahoo.fr,AT,2024-03-26 05:55:33+00:00,0,2025-05-08 09:31:47+00:00,,+43,0,+43,0,0,0,0,0
171,user_171@yahoo.fr,BE,2022-05-31 08:16:22+00:00,0,2025-01-03 01:34:34+00:00,29877161,+32,0,+32,0,0,0,0,1
172,user_172@free.fr,BE,2024-03-30 16:44:10+00:00,0,2024-12-26 14:53:54+00:00,,+32,0,+32,0,0,0,0,0
173,user_173@free.fr,DE,2021-05-30 02:03:05+00:00,0,2023-11-18 11:46:16+00:00,3bd8d820,+49,0,+49,0,0,0,0,1
174,user_174@free.fr,FR,2022-06-22 21:33:53+00:00,0,2023-01-22 03:28:17+00:00,ccd93ecc,+33,0,+33,0,0,0,0,1
175,user_175@proton.me,,2021-07-01 09:10:17+00:00,0,2022-03-10 11:27:23+00:00,,,0,,1,0,0,0,0
176,user_176@gmail.com,,2022-10-08 10:32:33+00:00,0,2023-12-22 08:32:32+00:00,,,0,,1,0,0,0,0
177,user_177@gmail.com,ES,2023-09-20 07:45:44+00:00,4,2024-06-19 09:38:24+00:00,,+34,0,+34,0,0,0,0,0
178,user_178@gmail.com,,2020-03-29 19:00:36+00:00,0,2022-10-12 20:44:45+00:00,,,0,,1,0,0,0,0
179,user_179@gmail.com,NL,2024-06-14 12:49:19+00:00,0,2025-06-13 01:21:41+00:00,,+31,0,+31,0,0,0,0,0
180,user_180@free.fr,,2024-12-29 00:50:11+00:00,0,2025-05-28 01:37:25+00:00,1dfe385c,,0,,1,0,0,0,1
181,user_181@hotmail.com,DE,2020-03-22 05:17:27+00:00,0,2022-06-10 10:51:01+00:00,ae67d5b3,+49,0,+49,0,0,0,0,1
182,user_182@free.fr,CH,2024-02-14 22:21:00+00:00,0,2025-06-05 12:56:06+00:00,,+41,0,+41,0,0,0,0,0
183,user_183@yahoo.fr,AT,2023-04-16 22:03:34+00:00,0,2025-11-26 16:57:25+00:00,,+43,0,+43,0,0,0,0,0
184,user_184@yahoo.fr,FR,2024-09-26 00:13:00+00:00,3,2026-02-23 19:50:28+00:00,,+33,0,+33,0,0,0,0,0
185,user_185@yahoo.fr,FR,2020-08-09 21:00:49+00:00,4,2025-05-07 08:42:04+00:00,,+33,0,+33,0,0,0,0,0
186,user_186@hotmail.com,DE,2024-04-27 17:39:19+00:00,4,2024-07-07 08:55:49+00:00,,+49,0,+49,0,0,0,0,0
187,user_187@outlook.com,ES,2025-11-11 00:37:25+00:00,0,2026-03-26 14:59:14+00:00,e9adb211,+34,0,+34,0,0,0,0,1
188,user_188@yahoo.fr,DE,2020-07-06 14:19:25+00:00,0,2022-11-16 13:21:30+00:00,,+49,0,+49,0,0,0,0,0
189,user_189@free.fr,ES,2023-09-13 18:05:52+00:00,1,2023-12-05 02:09:41+00:00,,+34,0,+34,0,0,0,0,0
190,user_190@gmail.com,BE,2022-01-21 20:59:09+00:00,0,2025-08-10 17:23:29+00:00,36e38dd9,+32,0,+32,0,0,0,0,1
191,user_191@hotmail.com,FR,2020-10-31 14:18:23+00:00,2,2021-02-14 14:18:00+00:00,,+33,0,+33,0,0,0,0,0
192,user_192@hotmail.com,IT,2022-03-31 08:42:03+00:00,0,2025-05-24 18:04:24+00:00,,+39,0,+39,0,0,0,0,0
193,user_193@free.fr,ES,2025-01-23 21:54:01+00:00,0,2025-09-28 14:41:45+00:00,b7e6ba42,+34,0,+34,0,0,0,0,1
194,user_194@hotmail.com,CH,2025-03-13 05:53:53+00:00,0,2025-07-27 06:37:02+00:00,,+41,0,+41,0,0,0,0,0
